name,gender,birth_date,birth_country,country,country_code,discipline,discipline_code,residence_country,height_m/ft
WIJLER Steve,Male,1996-09-19,NA,Netherlands,NED,Archery,ARC,NA,NA
WIKSTROM Carolina,Female,1993-09-04,Sweden,Sweden,SWE,Athletics,ATH,NA,NA
WILANGOWSKI Mateusz,Male,1991-10-07,NA,Poland,POL,Rowing,ROW,Poland,1.94/6'4''
WILBY James,Male,1993-11-12,Great Britain,Great Britain,GBR,Swimming,SWM,Great Britain,NA
WILD Cassie,Female,2000-06-12,Great Britain,Great Britain,GBR,Swimming,SWM,NA,NA
WILD Kirsten,Female,1982-10-15,NA,Netherlands,NED,Cycling Track,CTR,NA,NA
WILDE Hayden,Male,1997-09-01,New Zealand,New Zealand,NZL,Triathlon,TRI,New Zealand,NA
WILIMOVSKY Jordan,Male,1994-04-22,United States of America,United States of America,USA,Marathon Swimming,OWS,United States of America,NA
WILKERSON Brandie,Female,1992-07-01,Switzerland,Canada,CAN,Beach Volleyball,VBV,Canada,1.78/5'10''
WILKES Caine Morgan,Male,1987-07-10,United States of America,United States of America,USA,Weightlifting,WLF,United States of America,1.91/6'3''
WILKINSON Callum,Male,1997-03-14,Great Britain,Great Britain,GBR,Athletics,ATH,Ireland,NA
WILKINSON Hannah,Female,1992-05-28,New Zealand,New Zealand,NZL,Football,FBL,Germany,1.78/5'10''
WILKINSON Leah Julia,Female,1986-12-03,Great Britain,Great Britain,GBR,Hockey,HOC,Great Britain,1.71/5'7''
WILKINSON Micah,Male,1996-02-06,New Zealand,New Zealand,NZL,Sailing,SAL,New Zealand,NA
WILLCOX Dan,Male,1990-06-08,NA,New Zealand,NZL,Sailing,SAL,NA,NA
WILLEMSZ Debby,Female,1994-05-10,NA,Netherlands,NED,Water Polo,WPO,NA,NA
WILLETT James,Male,1995-12-23,Australia,Australia,AUS,Shooting,SHO,Australia,1.90/6'2''
WILLIAMS Alys,Female,1994-05-28,United States of America,United States of America,USA,Water Polo,WPO,United States of America,1.80/5'10''
WILLIAMS Benjamin,Male,1992-01-25,Great Britain,Great Britain,GBR,Athletics,ATH,Great Britain,NA
WILLIAMS Briana,Female,2002-03-21,United States of America,Jamaica,JAM,Athletics,ATH,United States of America,NA
WILLIAMS Brodie Paul,Male,1999-03-18,Great Britain,Great Britain,GBR,Swimming,SWM,NA,NA
WILLIAMS Charity,Female,1996-10-20,NA,Canada,CAN,Rugby Sevens,RUG,NA,1.64/5'4''
WILLIAMS Ella,Female,1995-01-13,New Zealand,New Zealand,NZL,Surfing,SRF,New Zealand,NA
WILLIAMS Gabby,Female,1996-09-09,United States of America,France,FRA,Basketball,BKB,NA,1.80/5'10''
WILLIAMS Hannah,Female,1998-04-23,NA,Great Britain,GBR,Athletics,ATH,NA,NA
WILLIAMS Jack,Male,2000-04-22,NA,United States of America,USA,Archery,ARC,NA,NA
WILLIAMS Jodie,Female,1993-09-28,Great Britain,Great Britain,GBR,Athletics,ATH,United States of America,NA
WILLIAMS Kendell,Female,1995-06-14,United States of America,United States of America,USA,Athletics,ATH,NA,NA
WILLIAMS Kevon,Male,1991-06-07,NA,United States of America,USA,Rugby Sevens,RUG,NA,1.75/5'8''
WILLIAMS Kimberly,Female,1988-11-03,Jamaica,Jamaica,JAM,Athletics,ATH,NA,NA
WILLIAMS Lauren,Female,1999-02-25,Great Britain,Great Britain,GBR,Taekwondo,TKW,Great Britain,NA
WILLIAMS Lily,Female,1994-06-24,NA,United States of America,USA,Cycling Track,CTR,NA,NA
WILLIAMS Lydia,Female,1988-05-13,Australia,Australia,AUS,Football,FBL,Great Britain,1.75/5'8''
WILLIAMS Lynn,Female,1993-05-21,NA,United States of America,USA,Football,FBL,NA,1.73/5'8''
WILLIAMS Mariah,Female,1995-05-31,Australia,Australia,AUS,Hockey,HOC,Australia,NA
WILLIAMS Melissa,Female,1985-06-12,South Africa,South Africa,RSA,Skateboarding,SKB,South Africa,NA
WILLIAMS Micah,Male,2001-11-12,NA,United States of America,USA,Athletics,ATH,United States of America,NA
WILLIAMS Noah,Male,2000-05-15,Great Britain,Great Britain,GBR,Diving,DIV,NA,1.74/5'8''
WILLIAMS Ronwen,Male,1992-01-21,South Africa,South Africa,RSA,Football,FBL,NA,1.82/5'11''
WILLIAMS Rudolf,Male,1978-08-30,NA,Samoa (until 1996 Western Samoa),SAM,Canoe Sprint,CSP,New Zealand,NA
WILLIAMS Sada,Female,1997-12-01,Barbados,Barbados,BAR,Athletics,ATH,NA,NA
WILLIAMS Sharni,Female,1988-03-02,Australia,Australia,AUS,Rugby Sevens,RUG,Australia,1.65/5'4''
WILLIAMS Stacey Ann,Female,1999-03-08,NA,Jamaica,JAM,Athletics,ATH,NA,NA
WILLIAMSON Daniel,Male,2000-03-30,New Zealand,New Zealand,NZL,Rowing,ROW,NA,NA
WILLIAMSON Leah,Female,1997-03-29,Great Britain,Great Britain,GBR,Football,FBL,NA,1.70/5'6''
WILLIS Nick,Male,1983-04-25,New Zealand,New Zealand,NZL,Athletics,ATH,United States of America,NA
WILLISON Tenika,Female,1997-12-07,NA,New Zealand,NZL,Rugby Sevens,RUG,NA,1.67/5'5''
WILLMOTT Aimee,Female,1993-02-26,Great Britain,Great Britain,GBR,Swimming,SWM,Great Britain,NA
WILLOUGHBY Alise,Female,1991-01-17,United States of America,United States of America,USA,Cycling BMX Racing,BMX,United States of America,1.57/5'1''
WILMS Lynn,Female,2000-10-03,Netherlands,Netherlands,NED,Football,FBL,NA,1.76/5'9''
WILOMBE Mary,Female,1997-09-22,NA,Zambia,ZAM,Football,FBL,NA,1.55/5'1''
WILSON A'ja,Female,1996-08-08,United States of America,United States of America,USA,Basketball,BKB,United States of America,1.93/6'3''
WILSON Ajee,Female,1994-05-08,United States of America,United States of America,USA,Athletics,ATH,United States of America,NA
WILSON Alexis,Male,1996-08-13,Mexico,Mexico,MEX,Baseball/Softball,BSB,NA,1.77/5'9''
WILSON Alicia,Female,2000-03-05,NA,Great Britain,GBR,Swimming,SWM,United States of America,NA
WILSON Andrew,Male,1993-09-16,Great Britain,United States of America,USA,Swimming,SWM,United States of America,NA
WILSON Emma,Female,1999-04-07,Great Britain,Great Britain,GBR,Sailing,SAL,Great Britain,1.74/5'8''
WILSON Georgia Sydney,Female,1996-05-20,Australia,Australia,AUS,Hockey,HOC,Australia,NA
WILSON Hayley,Female,2001-10-29,NA,Australia,AUS,Skateboarding,SKB,NA,NA
WILSON Jamal,Male,1988-09-01,Bahamas,Bahamas,BAH,Athletics,ATH,Bahamas,NA
WILSON Julian,Male,1988-11-08,Australia,Australia,AUS,Surfing,SRF,NA,NA
WILSON Madison,Female,1994-05-31,Australia,Australia,AUS,Swimming,SWM,Australia,NA
WILSON Matthew,Male,1998-12-08,Australia,Australia,AUS,Swimming,SWM,Australia,NA
WILSON Nick,Male,1990-08-06,New Zealand,New Zealand,NZL,Hockey,HOC,New Zealand,NA
WILSON Phillip,Male,1996-11-13,New Zealand,New Zealand,NZL,Rowing,ROW,New Zealand,NA
WIMBERG Jan Niklas,Male,1996-02-11,Germany,Germany,GER,Basketball,BKB,Germany,2.06/6'9''
WIMMER Carina,Female,1995-08-27,NA,Germany,GER,Shooting,SHO,Germany,1.69/5'6''
WINCHESTER Jacarra Gwenisha,Female,1992-10-19,NA,United States of America,USA,Wrestling,WRE,United States of America,NA
WINDER Ruth,Female,1993-07-09,Great Britain,United States of America,USA,Cycling Road,CRD,United States of America,1.63/5'4''
WINDFEDER Lukas,Male,1995-05-11,Germany,Germany,GER,Hockey,HOC,Germany,1.84/6'0''
WINDLE Jordan,Male,1998-11-13,Cambodia,United States of America,USA,Diving,DIV,United States of America,1.63/5'4''
WINGER Kara,Female,1986-04-10,United States of America,United States of America,USA,Athletics,ATH,United States of America,NA
WINKCUP Georgia,Female,1997-05-09,NA,Australia,AUS,Athletics,ATH,Australia,NA
WINKEL Anastasiya,Female,1993-10-23,Ukraine,Germany,GER,Sailing,SAL,Germany,1.73/5'8''
WINKLER Rudy,Male,1994-12-06,NA,United States of America,USA,Athletics,ATH,United States of America,NA
WINNINGTON Elijah,Male,2000-05-05,Australia,Australia,AUS,Swimming,SWM,NA,NA
WINWOOD Alex,Male,1997-06-25,Australia,Australia,AUS,Boxing,BOX,Australia,NA
WISKUS Shane,Male,1998-10-01,United States of America,United States of America,USA,Artistic Gymnastics,GAR,United States of America,1.68/5'6''
WISNIEWSKA Helena,Female,1999-04-18,NA,Poland,POL,Canoe Sprint,CSP,NA,1.73/5'8''
WLODARCZYK Anita,Female,1985-08-08,Poland,Poland,POL,Athletics,ATH,Poland,NA
WLOSZCZOWSKA Maja,Female,1983-11-09,Poland,Poland,POL,Cycling Mountain Bike,MTB,Poland,1.71/5'7''
WODAK Natasha,Female,1981-12-17,Canada,Canada,CAN,Athletics,ATH,Canada,NA
WOG Kelsey Lauren,Female,1998-09-19,Canada,Canada,CAN,Swimming,SWM,Canada,NA
WOJCIECHOWSKI Pawel,Male,1989-06-06,Poland,Poland,POL,Athletics,ATH,Poland,NA
WOJCIK Elzbieta,Female,1996-01-14,NA,Poland,POL,Boxing,BOX,NA,NA
WOLF Aaron,Male,1996-02-25,Japan,Japan,JPN,Judo,JUD,NA,NA
WOLF Alex,Male,1997-04-19,United States of America,United States of America,USA,Water Polo,WPO,NA,2.01/6'7''
WOLF Christine,Female,1989-03-05,Austria,Austria,AUT,Golf,GLF,Austria,1.72/5'7''
WOLF Justin,Male,1992-10-15,NA,Germany,GER,Cycling Track,CTR,NA,1.97/6'5''
WOLFF Andreas,Male,1991-03-03,Germany,Germany,GER,Handball,HBL,Poland,1.98/6'5''
WOLFFHARDT Viktoria,NA,NA,NA,Austria,AUT,NA,CSL,NA,NA
WOLFRAM Martin,Male,1992-01-29,Germany,Germany,GER,Diving,DIV,Germany,1.64/5'4''
WOLVES Iris,Female,1994-05-09,NA,Netherlands,NED,Water Polo,WPO,Netherlands,NA
WON Dujae,Male,1997-11-18,Republic of Korea,Republic of Korea,KOR,Football,FBL,NA,1.87/6'1''
WON Seonpil,Female,1994-08-06,Republic of Korea,Republic of Korea,KOR,Handball,HBL,Republic of Korea,1.74/5'8''
WON Taein,Male,2000-04-06,Republic of Korea,Republic of Korea,KOR,Baseball/Softball,BSB,Republic of Korea,1.83/6'0''
WONDEMAGEGN Zerfe,Female,2002-10-26,NA,Ethiopia,ETH,Athletics,ATH,NA,NA
WONG Chun Ting,Male,1991-09-07,NA,"Hong Kong, China",HKG,Table Tennis,TTE,NA,NA
WONG Toto Kwan To,Female,1999-11-15,NA,"Hong Kong, China",HKG,Swimming,SWM,People's Republic of China,NA
WONGCHAROEN Navaphat,Male,1997-03-03,Thailand,Thailand,THA,Swimming,SWM,Thailand,NA
WONG-ORANTES Justine,Female,1995-10-06,United States of America,United States of America,USA,Volleyball,VVO,Germany,1.68/5'6''
WONGPATTANAKIT Panipak,Female,1997-08-08,Thailand,Thailand,THA,Taekwondo,TKW,Thailand,NA
WONGPIN Siwakorn,Male,1999-07-29,NA,Thailand,THA,Rowing,ROW,NA,NA
WOO Haram,Male,1998-03-21,Republic of Korea,Republic of Korea,KOR,Diving,DIV,NA,NA
WOO Sanghyeok,Male,1996-04-23,NA,Republic of Korea,KOR,Athletics,ATH,NA,NA
WOOD Abbie,Female,1999-03-02,Great Britain,Great Britain,GBR,Swimming,SWM,NA,NA
WOOD Alyce,Female,1992-08-11,NA,Australia,AUS,Canoe Sprint,CSP,NA,1.82/5'11''
WOOD Chris,Male,1991-12-07,New Zealand,New Zealand,NZL,Football,FBL,NA,1.91/6'3''
WOOD Gabriella,Female,1997-09-04,NA,Trinidad and Tobago,TTO,Judo,JUD,NA,NA
WOOD Jordan,Male,1994-08-01,NA,Australia,AUS,Canoe Sprint,CSP,NA,1.82/5'11''
WOOD Oliver,Male,1995-11-26,NA,Great Britain,GBR,Cycling Track,CTR,NA,NA
WOODGATE James,Male,2002-05-29,NA,Great Britain,GBR,Archery,ARC,NA,NA
WOODHEAD Dylan,Male,1998-09-25,NA,United States of America,USA,Water Polo,WPO,NA,2.01/6'7''
WOODMAN Portia,Female,1991-07-12,NA,New Zealand,NZL,Rugby Sevens,RUG,NA,1.72/5'7''
WOODRUFF Gianna,Female,1993-11-18,United States of America,Panama,PAN,Athletics,ATH,United States of America,NA
WOODS Kimberley,Female,1995-09-08,Great Britain,Great Britain,GBR,Canoe Slalom,CSL,Great Britain,NA
WOODS Michael,Male,1986-10-12,Canada,Canada,CAN,Cycling Road,CRD,NA,1.75/5'8''
WOODS Nic,Male,1995-08-26,NA,New Zealand,NZL,Hockey,HOC,New Zealand,NA
WOODS RICHARDSON Simeon,Male,2000-09-27,United States of America,United States of America,USA,Baseball/Softball,BSB,NA,1.91/6'3''
WOOLLEY Jack,Male,1998-09-23,NA,Ireland,IRL,Taekwondo,TKW,Ireland,NA
WOOLLEY Kieran,Male,2003-11-20,Australia,Australia,AUS,Skateboarding,SKB,NA,NA
WORRACK Trixi,Female,1981-09-28,Germany,Germany,GER,Cycling Road,CRD,Germany,1.60/5'2''
WORTH Taylor,Male,1991-01-08,NA,Australia,AUS,Archery,ARC,NA,NA
WORTHINGTON Charlotte,Female,1996-06-26,NA,Great Britain,GBR,Cycling BMX Freestyle,BMF,Great Britain,NA
WORTMANN Amelie,Female,1996-10-21,NA,Germany,GER,Hockey,HOC,Germany,1.72/5'7''
WOUD Michael,Male,1999-01-16,New Zealand,New Zealand,NZL,Football,FBL,NA,1.96/6'5''
WOZNIAK Dagmara,Female,1988-07-01,Poland,United States of America,USA,Fencing,FEN,United States of America,NA
WRABER Luka,Male,1990-09-07,Austria,Austria,AUT,Badminton,BDM,Austria,1.78/5'10''
WRAY Shalysa,Female,1999-05-06,NA,Cayman Islands,CAY,Athletics,ATH,United States of America,NA
WRIGHT Alex,Male,1990-12-19,Great Britain,Ireland,IRL,Athletics,ATH,Ireland,NA
WRIGHT Andwuelle,Male,1997-08-08,NA,Trinidad and Tobago,TTO,Athletics,ATH,Trinidad and Tobago,NA
WRIGHT Chad,Male,1991-03-25,Jamaica,Jamaica,JAM,Athletics,ATH,Jamaica,NA
WRIGHT Claire,Female,1994-02-02,Canada,Canada,CAN,Water Polo,WPO,Canada,1.78/5'10''
WRIGHT Emma,Female,1996-11-16,Canada,Canada,CAN,Water Polo,WPO,Canada,1.80/5'10''
WRIGHT Owen,Male,1990-01-16,Australia,Australia,AUS,Surfing,SRF,Australia,NA
WRIGHT Zion,Male,1999-02-03,United States of America,United States of America,USA,Skateboarding,SKB,NA,NA
WROBEL David,Male,1991-02-13,NA,Germany,GER,Athletics,ATH,Germany,NA
WRZESIEN Jowita Maria,Female,1993-12-08,NA,Poland,POL,Wrestling,WRE,NA,NA
WU Ashun,Male,1985-06-22,People's Republic of China,People's Republic of China,CHN,Golf,GLF,People's Republic of China,NA
WU Chia-Ying,Female,1992-10-25,Chinese Taipei,Chinese Taipei,TPE,Shooting,SHO,Chinese Taipei,1.55/5'1''
WU Felipe Almeida,Male,1992-06-11,Brazil,Brazil,BRA,Shooting,SHO,NA,NA
WU Haiyan,Female,1993-02-26,People's Republic of China,People's Republic of China,CHN,Football,FBL,NA,1.66/5'5''
WU Jiaxin,Female,1997-02-28,NA,People's Republic of China,CHN,Archery,ARC,NA,NA
WU Jingyu,Female,1987-02-01,People's Republic of China,People's Republic of China,CHN,Taekwondo,TKW,People's Republic of China,NA
WU Josephine,Female,1995-01-20,Canada,Canada,CAN,Badminton,BDM,Canada,NA
WU Juan,Female,1999-01-01,NA,People's Republic of China,CHN,Rugby Sevens,RUG,NA,1.72/5'7''
WU Melissa,Female,1992-05-03,Australia,Australia,AUS,Diving,DIV,Australia,NA
WU Qingfeng,Female,2003-01-28,People's Republic of China,People's Republic of China,CHN,Swimming,SWM,NA,NA
WU Ruiting,Male,1995-11-29,NA,People's Republic of China,CHN,Athletics,ATH,People's Republic of China,NA
WU Shih-Yi,Female,1998-04-27,Chinese Taipei,Chinese Taipei,TPE,Boxing,BOX,Chinese Taipei,NA
WU Tongtong,Female,1994-06-27,People's Republic of China,People's Republic of China,CHN,Basketball,BKB,People's Republic of China,1.75/5'8''
WU Zhiqiang,Male,1994-04-10,People's Republic of China,People's Republic of China,CHN,Athletics,ATH,People's Republic of China,NA
WUBBEN-MOY Lotte,Female,1999-01-11,NA,Great Britain,GBR,Football,FBL,NA,1.78/5'10''
WUKIE Jacob,Male,1986-05-11,United States of America,United States of America,USA,Archery,ARC,United States of America,NA
WUNRAM Finnia,Female,1995-12-18,Germany,Germany,GER,Marathon Swimming,OWS,Germany,1.66/5'5''
WURIGUMULA,Female,1996-08-26,NA,People's Republic of China,CHN,Football,FBL,People's Republic of China,1.67/5'5''
WYNNE-GRIFFITH Oliver,Male,1994-05-29,NA,Great Britain,GBR,Rowing,ROW,Great Britain,1.98/6'5''
WYSE Joshua,Male,2001-03-24,NA,Sierra Leone,SLE,Swimming,SWM,Sierra Leone,NA
XAMMAR Jordi,NA,NA,NA,Spain,ESP,NA,SAL,NA,NA
XIA Xinyi,Female,1997-01-14,People's Republic of China,People's Republic of China,CHN,Beach Volleyball,VBV,People's Republic of China,1.82/5'11''
XIAO Jiaruixuan,Female,2002-06-04,NA,People's Republic of China,CHN,Shooting,SHO,People's Republic of China,NA
XIAO Maria,Female,1994-05-19,Spain,Spain,ESP,Table Tennis,TTE,Spain,NA
XIAO Ruoteng,Male,1996-01-30,People's Republic of China,People's Republic of China,CHN,Artistic Gymnastics,GAR,People's Republic of China,NA
XIAO Yanning,Female,1998-02-23,People's Republic of China,People's Republic of China,CHN,Artistic Swimming,SWA,People's Republic of China,NA
XIAO Yuyi,Female,1996-01-10,People's Republic of China,People's Republic of China,CHN,Football,FBL,People's Republic of China,1.65/5'4''
XIE Siyi,Male,1996-03-28,People's Republic of China,People's Republic of China,CHN,Diving,DIV,People's Republic of China,NA
XIE Wenjun,Male,1990-07-11,People's Republic of China,People's Republic of China,CHN,Athletics,ATH,People's Republic of China,NA
XIE Zhenye,Male,1993-08-17,People's Republic of China,People's Republic of China,CHN,Athletics,ATH,NA,NA
XIMENES BELO Imelda,Female,1998-10-24,NA,Timor-Leste,TLS,Swimming,SWM,NA,NA
XIN Xin,Female,1996-11-06,People's Republic of China,People's Republic of China,CHN,Marathon Swimming,OWS,People's Republic of China,NA
XIONG Dunhan,Female,1998-11-11,People's Republic of China,People's Republic of China,CHN,Water Polo,WPO,NA,1.79/5'10''
XIONG Yaxuan,Female,1996-09-25,People's Republic of China,People's Republic of China,CHN,Shooting,SHO,NA,NA
XU Anqi,Female,1992-01-23,People's Republic of China,People's Republic of China,CHN,Fencing,FEN,People's Republic of China,NA
XU Chao,Male,1994-11-05,People's Republic of China,People's Republic of China,CHN,Cycling Track,CTR,People's Republic of China,NA
XU Fei,Female,1994-09-17,NA,People's Republic of China,CHN,Rowing,ROW,NA,NA
XU Huiqin,Female,1993-09-04,People's Republic of China,People's Republic of China,CHN,Athletics,ATH,People's Republic of China,NA
XU Jiayu,Male,1995-08-19,People's Republic of China,People's Republic of China,CHN,Swimming,SWM,NA,NA
XU Shixiao,Female,1992-02-16,NA,People's Republic of China,CHN,Canoe Sprint,CSP,NA,1.71/5'7''
XU Shiyan,Female,1997-03-15,NA,People's Republic of China,CHN,Judo,JUD,People's Republic of China,NA
XU Shuangshuang,Female,1996-04-06,NA,People's Republic of China,CHN,Athletics,ATH,People's Republic of China,NA
XU Wenyu,Female,1995-12-06,NA,People's Republic of China,CHN,Hockey,HOC,NA,NA
XU Xiaoyan,Female,1998-01-29,NA,People's Republic of China,CHN,Rugby Sevens,RUG,NA,1.67/5'5''
XU Xin,Male,1990-01-08,People's Republic of China,People's Republic of China,CHN,Table Tennis,TTE,People's Republic of China,NA
XU Yanshu,Female,1998-07-14,People's Republic of China,People's Republic of China,CHN,Rhythmic Gymnastics,GRY,People's Republic of China,1.71/5'7''
XU Yifan,Female,1988-08-08,People's Republic of China,People's Republic of China,CHN,Tennis,TEN,People's Republic of China,NA
XU Yingming,Male,1992-01-22,People's Republic of China,People's Republic of China,CHN,Fencing,FEN,People's Republic of China,NA
XU Zangjun,Male,1992-02-06,People's Republic of China,People's Republic of China,CHN,Sailing,SAL,NA,NA
XUE Chen,Female,1989-02-18,People's Republic of China,People's Republic of China,CHN,Beach Volleyball,VBV,People's Republic of China,1.91/6'3''
YABIKU Shohei,Male,1995-01-04,Japan,Japan,JPN,Wrestling,WRE,Japan,NA
YABUSELE Guerschon,Male,1995-12-17,France,France,FRA,Basketball,BKB,NA,2.03/6'7''
YAFAI Galal,Male,1992-12-11,Great Britain,Great Britain,GBR,Boxing,BOX,Great Britain,1.71/5'7''
YAGI Kanae,Female,1992-07-16,Japan,Japan,JPN,Weightlifting,WLF,NA,1.53/5'0''
YAHIRO Tsuneari,Male,1987-09-12,Japan,Australia,AUS,Karate,KTE,Australia,NA
YAHIYA Muhammed Anas,Male,1994-09-17,India,India,IND,Athletics,ATH,NA,NA
YAKHCHALIDEHKORDI Behnam,Male,1995-07-12,Islamic Republic of Iran,Islamic Republic of Iran,IRI,Basketball,BKB,NA,1.91/6'3''
YAKHNO Yelyzaveta,Female,1998-06-04,Ukraine,Ukraine,UKR,Artistic Swimming,SWA,Ukraine,1.75/5'8''
YAKOVLEV Vladislav,Male,1993-01-01,Kazakhstan,Kazakhstan,KAZ,Rowing,ROW,Kazakhstan,NA
YAKURA Nyl,Male,1993-02-14,Canada,Canada,CAN,Badminton,BDM,Canada,NA
YAKUSHEVSKIY Pavel,Male,1987-09-24,NA,ROC,ROC,Cycling Track,CTR,NA,1.73/5'8''
YALLOP Tameka,Female,1991-06-16,Australia,Australia,AUS,Football,FBL,Australia,1.60/5'2''
YAMADA Aki,Female,1992-11-24,NA,Japan,JPN,Hockey,HOC,NA,NA
YAMADA Eri,Female,1984-03-08,Japan,Japan,JPN,Baseball/Softball,BSB,NA,1.65/5'4''
YAMADA Jessica,Female,1989-10-13,Brazil,Brazil,BRA,Table Tennis,TTE,Brazil,NA
YAMADA Masaru,Male,1994-06-14,Japan,Japan,JPN,Fencing,FEN,Japan,NA
YAMADA Miyu,Female,1993-12-13,Japan,Japan,JPN,Taekwondo,TKW,NA,NA
YAMADA Nichika,Female,2000-02-24,Japan,Japan,JPN,Volleyball,VVO,NA,1.84/6'0''
YAMADA Satoko,Female,1995-02-26,Japan,Japan,JPN,Shooting,SHO,NA,NA
YAMADA Shota,Male,1994-12-21,Japan,Japan,JPN,Hockey,HOC,NA,NA
YAMADA Tetsuto,Male,1992-07-16,Japan,Japan,JPN,Baseball/Softball,BSB,NA,1.80/5'10''
YAMAGATA Ryota,Male,1992-06-10,Japan,Japan,JPN,Athletics,ATH,NA,NA
YAMAGUCHI Akane,Female,1997-06-06,Japan,Japan,JPN,Badminton,BDM,NA,NA
YAMAGUCHI Kosei,Male,1991-08-19,Japan,Japan,JPN,Athletics,ATH,Japan,NA
YAMAMOTO Kohei,Male,1985-08-20,Japan,Japan,JPN,Cycling Mountain Bike,MTB,Japan,NA
YAMAMOTO Mai,Female,1999-10-23,Japan,Japan,JPN,3x3 Basketball,BK3,NA,1.65/5'4''
YAMAMOTO Minori,Female,1997-10-14,Japan,Japan,JPN,Water Polo,WPO,NA,NA
YAMAMOTO Seito,Male,1992-03-11,Japan,Japan,JPN,Athletics,ATH,NA,NA
YAMAMOTO Tomohiro,Male,1994-11-05,Japan,Japan,JPN,Volleyball,VVO,NA,1.71/5'7''
YAMAMOTO Toshiki,Male,1991-09-08,Japan,Japan,JPN,Weightlifting,WLF,Japan,1.71/5'7''
YAMAMOTO Yoshinobu,Male,1998-08-17,Japan,Japan,JPN,Baseball/Softball,BSB,NA,1.78/5'10''
YAMAMOTO Yu,Female,1988-08-20,NA,Japan,JPN,Baseball/Softball,BSB,NA,1.64/5'4''
YAMANAKA Mio,Female,1995-10-27,NA,Japan,JPN,Rugby Sevens,RUG,NA,1.57/5'1''
YAMANAKA Yuno,Female,2000-12-25,Japan,Japan,JPN,Athletics,ATH,NA,NA
YAMANISHI Toshikazu,Male,1996-02-15,Japan,Japan,JPN,Athletics,ATH,Japan,NA
YAMASAKI Erika Yuriko Iris,Female,1987-09-02,Australia,Australia,AUS,Weightlifting,WLF,Australia,NA
YAMASAKI Koji,Male,1996-02-27,NA,Japan,JPN,Hockey,HOC,NA,NA
YAMASAKI Yasuaki,Male,1992-10-02,Japan,Japan,JPN,Baseball/Softball,BSB,NA,1.79/5'10''
YAMASHITA Ayaka,Female,1995-09-29,Japan,Japan,JPN,Football,FBL,NA,1.70/5'6''
YAMASHITA Jun,Male,1997-08-23,Japan,Japan,JPN,Athletics,ATH,Japan,NA
YAMASHITA Manabu,Male,1989-02-04,Japan,Japan,JPN,Hockey,HOC,NA,NA
YAMAUCHI Akihiro,Male,1993-11-30,Japan,Japan,JPN,Volleyball,VVO,NA,2.04/6'8''
YAMAUCHI Azusa,Female,1998-09-11,NA,Japan,JPN,Archery,ARC,NA,NA
YAMAUCHI Hiromu,Male,1999-08-24,Japan,Japan,JPN,Athletics,ATH,Japan,NA
YAMAZAKI Anna,Female,1999-12-19,Japan,Japan,JPN,Sailing,SAL,NA,1.64/5'4''
YAMAZAKI Saki,Female,1991-11-12,Japan,Japan,JPN,Baseball/Softball,BSB,Japan,1.70/5'6''
YAN Haibin,Male,2003-01-08,NA,People's Republic of China,CHN,Athletics,ATH,NA,NA
YAN Meiling,Female,1997-01-14,NA,People's Republic of China,CHN,Rugby Sevens,RUG,People's Republic of China,1.63/5'4''
YAN Ni,Female,1987-03-02,NA,People's Republic of China,CHN,Volleyball,VVO,NA,1.92/6'3''
YAN Peng,Male,1996-01-06,NA,People's Republic of China,CHN,3x3 Basketball,BK3,People's Republic of China,1.98/6'5''
YAN Xin,Male,1988-12-09,People's Republic of China,Australia,AUS,Table Tennis,TTE,NA,NA
